407,96
407,1343
407,302
407,426
402,402
637,896
637,1145
637,759
1286,919
1286,610
1286,1286
1286,1139
1286,1401
1286,304
1343,751
1343,43
1343,959
1343,500
1302,657
267,1243
267,120
267,904
267,1305
1033,1033
795,500
17,605
17,1145
17,556
947,947
735,823
735,212
735,1233
735,21
735,1356
735,52
1020,1181
1020,1020
1020,1375
1020,500
884,449
884,953
884,605
884,340
884,1356
466,466
466,1218
749,795
749,351
749,304
749,850
520,226
520,556
302,1384
302,302
302,1345
302,360
302,629
302,1179
302,849
302,717
302,1203
302,1208
302,1386
302,607
302,367
302,1315
334,1260
334,1326
1260,875
1260,73
1260,61
1344,823
1344,552
1344,1132
1344,272
1344,385
1344,206
1344,862
1344,702
1344,1402
1344,1297
1345,913
1345,627
1345,782
1346,905
1346,875
1346,1365
1346,1041
1346,466
1346,1000
1346,869
1346,564
1346,201
1346,521
1346,250
1346,542
1346,1322
1000,1244
1000,1337
1000,906
1000,951
1000,843
1000,1000
1000,359
1000,162
1000,315
1000,239
791,1300
791,1339
791,260
791,906
791,407
791,17
791,409
791,302
791,1403
791,1404
791,14
791,649
791,586
1178,552
1178,507
1178,899
1178,869
1178,1178
751,1405
751,226
751,1264
751,875
751,1150
751,1406
751,1282
751,704
751,220
751,865
751,285
751,1239
601,212
601,1290
601,409
601,500
287,742
287,1061
1347,226
1347,519
1347,1063
1347,1396
1347,713
1347,17
1347,445
1347,1345
1347,1347
1347,297
1347,530
1347,129
1347,220
1347,687
1347,500
108,747
108,1365
108,438
108,500
531,1337
531,61
531,1407
1215,1215
164,497
164,302
164,164
164,832
164,608
164,1236
164,800
832,905
832,1322
1163,523
1163,1355
485,1408
240,1345
240,240
240,82
240,500
812,808
812,812
225,507
225,750
225,258
225,758
225,1305
225,1368
225,1061
225,758
225,500
218,1345
218,564
1309,500
1348,519
1348,781
1348,299
1348,1244
1348,401
1348,875
1348,471
1348,22
1348,1409
1348,744
1348,783
1348,60
1348,1410
1348,593
1348,788
1348,190
1348,1095
1348,1372
1348,1003
1348,1411
1348,1258
1348,17
1348,656
1348,1234
1348,895
1348,862
1348,1369
1348,864
1348,71
1348,1392
1348,829
1348,716
1348,245
1348,1402
1348,1291
1348,284
1348,87
1348,283
1348,957
1348,1121
1348,542
1348,453
1348,980
556,626
556,1174
556,1318
475,290
475,26
475,1009
475,1147
1139,1233
1139,758
1139,1178
1139,14
1139,928
307,845
1349,823
1349,226
1349,781
1349,1244
1349,620
1349,328
1349,1412
1349,1041
1349,271
1349,1101
1349,339
1349,180
1349,541
1349,904
1349,45
1349,23
1349,1413
1349,192
1349,1146
1349,33
1349,240
1349,1375
1349,521
1349,1381
1349,220
1349,1402
1349,284
1349,87
1349,990
1349,229
1349,1322
1349,1370
61,159
61,1145
61,192
61,61
61,14
61,800
61,1195
821,556
587,500
587,595
587,587
587,500
1240,1280
1240,1326
316,1228
316,61
316,500
395,1220
395,626
395,1183
395,1369
395,570
395,1378
395,931
395,594
395,1414
395,514
1013,1013
1013,500
3,919
3,619
3,492
3,875
3,1063
3,1365
3,951
3,675
3,1145
3,1347
3,1279
3,1328
3,1355
3,245
3,1381
277,1332
277,951
277,1261
787,299
787,1415
787,1101
787,415
787,1345
787,114
944,226
944,264
944,899
944,944
944,1070
944,327
695,1394
695,1244
695,1095
695,17
695,1375
695,352
695,1249
893,1405
893,1244
893,1055
893,569
893,1080
893,1416
893,860
893,1355
893,1103
171,1244
171,500
171,661
458,847
458,1410
359,748
359,1408
359,896
359,1416
359,1038
359,949
1350,1405
1350,290
1350,1417
1350,1376
1350,1396
1350,427
1350,500
1350,1303
1350,951
1350,280
1350,876
1350,17
1350,409
1350,292
1350,1183
1350,512
1350,1061
1350,860
1350,681
1350,220
1350,87
1350,500
1350,405
39,1351
39,1418
1351,1293
1351,1351
1351,265
1187,404
1187,1244
1187,271
1187,759
1187,1419
1187,395
1187,245
1187,1142
1187,70
1187,1420
816,500
796,796
796,500
1352,96
1352,407
1352,626
1352,302
1352,432
1352,818
1352,1414
860,975
860,860
860,82
16,1032
16,128
16,705
16,576
261,1339
261,272
261,808
261,1140
261,1322
253,644
253,292
253,352
739,631
739,522
739,1108
739,443
739,1003
739,422
739,292
739,1234
739,1061
739,1421
739,881
739,1195
739,362
864,1355
1112,1204
1112,1322
528,35
155,1090
849,27
849,1394
849,1063
849,1
849,1345
849,297
849,564
849,594
849,500
849,304
275,843
275,1159
275,177
275,500
1100,797
1100,1411
1100,265
1100,576
1100,376
1100,453
1100,546
58,226
58,1412
58,569
58,995
58,1317
58,751
58,718
58,1422
58,1246
412,569
412,650
94,815
94,1365
94,500
336,1063
336,174
336,1347
82,808
82,1345
82,1305
801,812
1353,522
1353,1337
1353,330
1353,1308
1353,17
1353,1175
1353,37
1353,1345
1353,960
1023,77
237,237
237,1208
237,500
237,633
1354,951
1354,1286
1354,1145
1354,1051
1354,980
868,500
868,474
1355,290
1355,1306
1355,1415
1355,882
1355,848
1355,60
1355,1345
1355,1347
1355,289
1355,530
1355,16
1355,82
1355,1259
1355,1355
1355,13
1355,220
1355,438
1355,661
1355,782
1089,862
1089,679
909,487
1124,125
1124,394
1124,422
1124,1347
1124,500
591,1365
591,5
591,688
591,500
591,405
331,331
1254,1423
84,1026
84,797
84,1021
84,1001
84,1226
141,409
141,141
141,362
323,182
1356,656
1356,1051
1356,1061
1356,1239
537,775
537,550
537,339
537,621
537,1282
537,323
537,800
1164,626
1164,302
1164,1368
1164,849
1164,412
1164,82
1164,943
1164,1274
1357,517
1357,919
1357,1026
1357,226
1357,483
1357,1063
1357,328
1357,397
1357,1233
1357,22
1357,1105
1357,1031
1357,981
1357,1032
1357,1345
1357,1049
1357,297
1357,1085
1357,556
1357,530
1357,1375
1357,777
1357,1357
1357,1402
1357,433
1357,661
1357,990
1357,304
147,1063
147,790
147,915
147,460
147,1377
147,320
147,87
131,1365
131,1191
131,500
131,980
343,1355
293,823
293,1365
293,1317
293,1408
293,951
293,385
293,1345
293,351
293,61
293,893
293,87
293,318
1358,1405
1358,1345
1358,61
1358,500
881,1165
881,509
881,648
881,1345
881,576
881,500
881,304
881,1239
1359,1311
1359,23
1359,362
784,270
599,1208
599,500
1360,293
1360,1360
1360,500
1360,1239
978,919
978,522
978,623
978,1233
978,1345
978,9
978,1147
978,1045
978,940
978,928
978,433
1361,690
1361,1162
1361,776
1361,644
1361,1424
1361,951
1361,680
1361,1314
1361,1051
1361,1375
1361,570
1361,681
1361,87
1361,169
1361,1322
1221,1369
657,612
657,17
657,1261
657,687
661,116
661,226
661,1424
661,785
661,518
661,1314
661,74
661,661
661,990
661,745
732,1061
732,500
732,732
1362,919
1362,610
1362,1102
1362,1041
1362,1408
1362,409
1362,1259
917,1344
917,1347
917,1061
917,1355
917,320
917,533
917,327
870,919
870,1244
870,639
870,1337
870,1233
870,744
870,1403
870,9
870,516
870,944
870,44
870,14
870,928
870,433
396,270
396,290
396,692
396,1090
396,1280
396,409
396,1234
396,758
396,1291
396,453
236,950
20,981
20,512
20,1291
1195,290
1195,401
1195,1288
1195,851
1195,498
1195,1145
1195,592
1195,1051
1195,14
1195,1355
1195,1278
1195,1195
1195,1315
405,405
1363,618
1363,1094
1363,1410
1363,498
1363,445
1363,1234
1363,50
542,1329
542,1424
542,174
542,1345
542,531
542,718
542,556
542,542
574,122
574,1424
574,430
574,1411
574,1369
574,147
574,853
453,226
453,469
453,428
453,1244
453,1041
453,1204
453,415
453,1175
453,718
453,1293
453,647
453,860
453,162
453,1355
453,1366
453,661
453,853
1364,63
1036,1244
1036,1345
1036,528
1036,542
327,331
853,270
853,226
853,1424
853,31
853,1197
853,944
853,304
505,290
505,17
505,409
505,1389
505,1345
505,351
505,812
505,718
505,82
505,346
505,1356
505,1310
505,304
505,542
505,782
689,1337
689,1343
689,605
689,1145
689,592
689,1425
689,304
689,689
1253,270
1253,519
1253,1231
1253,1244
1253,1162
1253,401
1253,389
1253,1021
1253,1160
1253,1339
1253,598
1253,1410
1253,758
1253,120
1253,989
1253,981
1253,17
1253,1389
1253,759
1253,1175
1253,132
1253,411
1253,146
1253,93
1253,719
1253,508
1253,186
1253,21
1253,1369
1253,303
1253,758
1253,1241
1253,439
1253,1393
1253,84
1253,1113
1253,220
1253,1310
1253,283
1253,231
1253,1121
1253,728
1253,250
1253,650
1253,581
1253,542
1253,453
1246,157
1246,86
25,610
25,1163
